Station,Measurement,Messgrösse,Messwert,Einheit,Retrieved
Bunthaus,11.11.2025 06:20,Chlorophyll (gesamt),10.8,µg/l,2025-11-11T08:00:02.062536Z
Bunthaus,11.11.2025 06:50,Trübung,9.5,FNU,2025-11-11T08:00:02.062536Z
Bunthaus,11.11.2025 06:50,pH-Wert,7.9,ohne,2025-11-11T08:00:02.062536Z
Bunthaus,11.11.2025 06:50,Sauerstoffkonzentration,11.0,mg/l,2025-11-11T08:00:02.062536Z
Bunthaus,11.11.2025 06:50,Wassertemperatur,8.8,°C,2025-11-11T08:00:02.062536Z
Bunthaus,11.11.2025 06:50,Sauerstoffsättigung,95.1,%,2025-11-11T08:00:02.062536Z
Blankenese,11.11.2025 07:00,Trübung,63.5,FNU,2025-11-11T08:00:02.124381Z
Blankenese,11.11.2025 07:00,Sauerstoffkonzentration,9.2,mg/l,2025-11-11T08:00:02.124381Z
Blankenese,11.11.2025 07:00,Wassertemperatur,9.8,°C,2025-11-11T08:00:02.124381Z
Blankenese,11.11.2025 07:00,Sauerstoffsättigung,81.5,%,2025-11-11T08:00:02.124381Z
Blankenese,11.11.2025 07:00,pH-Wert,7.7,ohne,2025-11-11T08:00:02.124381Z
Bunthaus,11.11.2025 06:20,Chlorophyll Kieselalgen,4.5,µg/l,2025-11-11T11:00:02.110355Z
Bunthaus,11.11.2025 06:20,Chlorophyll Grünalgen,3.4,µg/l,2025-11-11T11:00:02.110355Z
Bunthaus,11.11.2025 06:20,Chlorophyll (gesamt),10.8,µg/l,2025-11-11T11:00:02.110355Z
Bunthaus,11.11.2025 06:50,Trübung,9.5,FNU,2025-11-11T11:00:02.110355Z
Bunthaus,11.11.2025 06:50,pH-Wert,7.9,ohne,2025-11-11T11:00:02.110355Z
Bunthaus,11.11.2025 06:50,Sauerstoffkonzentration,11.0,mg/l,2025-11-11T11:00:02.110355Z
Bunthaus,11.11.2025 06:50,Wassertemperatur,8.8,°C,2025-11-11T11:00:02.110355Z
Bunthaus,11.11.2025 06:50,Sauerstoffsättigung,95.1,%,2025-11-11T11:00:02.110355Z
Blankenese,11.11.2025 07:00,Trübung,63.5,FNU,2025-11-11T11:00:02.195913Z
Blankenese,11.11.2025 07:00,Sauerstoffkonzentration,9.2,mg/l,2025-11-11T11:00:02.195913Z
Blankenese,11.11.2025 07:00,Wassertemperatur,9.8,°C,2025-11-11T11:00:02.195913Z
Blankenese,11.11.2025 07:00,Sauerstoffsättigung,81.5,%,2025-11-11T11:00:02.195913Z
Blankenese,11.11.2025 07:00,pH-Wert,7.7,ohne,2025-11-11T11:00:02.195913Z
Bunthaus,11.11.2025 11:50,pH-Wert,7.9,ohne,2025-11-11T14:00:01.985317Z
Bunthaus,11.11.2025 11:50,Chlorophyll (gesamt),11.7,µg/l,2025-11-11T14:00:01.985317Z
Bunthaus,11.11.2025 11:50,Wassertemperatur,8.8,°C,2025-11-11T14:00:01.985317Z
Bunthaus,11.11.2025 11:50,Trübung,9.7,FNU,2025-11-11T14:00:01.985317Z
Bunthaus,11.11.2025 11:50,Chlorophyll Kieselalgen,3.8,µg/l,2025-11-11T14:00:01.985317Z
Bunthaus,11.11.2025 11:50,Sauerstoffkonzentration,11.1,mg/l,2025-11-11T14:00:01.985317Z
Bunthaus,11.11.2025 11:50,Sauerstoffsättigung,95.6,%,2025-11-11T14:00:01.985317Z
Bunthaus,11.11.2025 11:50,Chlorophyll Grünalgen,4.9,µg/l,2025-11-11T14:00:01.985317Z
Blankenese,11.11.2025 12:00,pH-Wert,7.8,ohne,2025-11-11T14:00:02.069063Z
Blankenese,11.11.2025 12:00,Trübung,55.6,FNU,2025-11-11T14:00:02.069063Z
Blankenese,11.11.2025 12:00,Sauerstoffsättigung,83.2,%,2025-11-11T14:00:02.069063Z
Blankenese,11.11.2025 12:00,Wassertemperatur,9.8,°C,2025-11-11T14:00:02.069063Z
Blankenese,11.11.2025 12:00,Sauerstoffkonzentration,9.4,mg/l,2025-11-11T14:00:02.069063Z
Bunthaus,11.11.2025 15:00,Chlorophyll Grünalgen,4.2,µg/l,2025-11-11T17:00:02.237846Z
Bunthaus,11.11.2025 15:00,Chlorophyll Kieselalgen,3.5,µg/l,2025-11-11T17:00:02.237846Z
Bunthaus,11.11.2025 15:00,Chlorophyll (gesamt),10.6,µg/l,2025-11-11T17:00:02.237846Z
Bunthaus,11.11.2025 15:50,Trübung,21.3,FNU,2025-11-11T17:00:02.237846Z
Bunthaus,11.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-11T17:00:02.237846Z
Bunthaus,11.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-11T17:00:02.237846Z
Bunthaus,11.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-11T17:00:02.237846Z
Bunthaus,11.11.2025 15:50,Sauerstoffsättigung,97.1,%,2025-11-11T17:00:02.237846Z
Blankenese,11.11.2025 16:00,Sauerstoffsättigung,85.4,%,2025-11-11T17:00:02.318650Z
Blankenese,11.11.2025 16:00,Wassertemperatur,9.7,°C,2025-11-11T17:00:02.318650Z
Blankenese,11.11.2025 16:00,pH-Wert,7.8,ohne,2025-11-11T17:00:02.318650Z
Blankenese,11.11.2025 16:00,Sauerstoffkonzentration,9.6,mg/l,2025-11-11T17:00:02.318650Z
Blankenese,11.11.2025 16:00,Trübung,61.6,FNU,2025-11-11T17:00:02.318650Z
Bunthaus,11.11.2025 15:00,Chlorophyll Grünalgen,4.2,µg/l,2025-11-11T20:00:02.566634Z
Bunthaus,11.11.2025 15:00,Chlorophyll Kieselalgen,3.5,µg/l,2025-11-11T20:00:02.566634Z
Bunthaus,11.11.2025 15:00,Chlorophyll (gesamt),10.6,µg/l,2025-11-11T20:00:02.566634Z
Bunthaus,11.11.2025 15:50,Trübung,21.3,FNU,2025-11-11T20:00:02.566634Z
Bunthaus,11.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-11T20:00:02.566634Z
Bunthaus,11.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-11T20:00:02.566634Z
Bunthaus,11.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-11T20:00:02.566634Z
Bunthaus,11.11.2025 15:50,Sauerstoffsättigung,97.1,%,2025-11-11T20:00:02.566634Z
Blankenese,11.11.2025 16:00,Sauerstoffsättigung,85.4,%,2025-11-11T20:00:02.648669Z
Blankenese,11.11.2025 16:00,Wassertemperatur,9.7,°C,2025-11-11T20:00:02.648669Z
Blankenese,11.11.2025 16:00,pH-Wert,7.8,ohne,2025-11-11T20:00:02.648669Z
Blankenese,11.11.2025 16:00,Sauerstoffkonzentration,9.6,mg/l,2025-11-11T20:00:02.648669Z
Blankenese,11.11.2025 16:00,Trübung,61.6,FNU,2025-11-11T20:00:02.648669Z
Bunthaus,11.11.2025 15:00,Chlorophyll Grünalgen,4.2,µg/l,2025-11-11T23:00:01.930383Z
Bunthaus,11.11.2025 15:00,Chlorophyll Kieselalgen,3.5,µg/l,2025-11-11T23:00:01.930383Z
Bunthaus,11.11.2025 15:00,Chlorophyll (gesamt),10.6,µg/l,2025-11-11T23:00:01.930383Z
Bunthaus,11.11.2025 15:50,Trübung,21.3,FNU,2025-11-11T23:00:01.930383Z
Bunthaus,11.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-11T23:00:01.930383Z
Bunthaus,11.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-11T23:00:01.930383Z
Bunthaus,11.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-11T23:00:01.930383Z
Bunthaus,11.11.2025 15:50,Sauerstoffsättigung,97.1,%,2025-11-11T23:00:01.930383Z
Blankenese,11.11.2025 16:00,Sauerstoffsättigung,85.4,%,2025-11-11T23:00:02.002143Z
Blankenese,11.11.2025 16:00,Wassertemperatur,9.7,°C,2025-11-11T23:00:02.002143Z
Blankenese,11.11.2025 16:00,pH-Wert,7.8,ohne,2025-11-11T23:00:02.002143Z
Blankenese,11.11.2025 16:00,Sauerstoffkonzentration,9.6,mg/l,2025-11-11T23:00:02.002143Z
Blankenese,11.11.2025 16:00,Trübung,61.6,FNU,2025-11-11T23:00:02.002143Z
Bunthaus,11.11.2025 15:00,Chlorophyll Grünalgen,4.2,µg/l,2025-11-12T02:00:01.985514Z
Bunthaus,11.11.2025 15:00,Chlorophyll Kieselalgen,3.5,µg/l,2025-11-12T02:00:01.985514Z
Bunthaus,11.11.2025 15:00,Chlorophyll (gesamt),10.6,µg/l,2025-11-12T02:00:01.985514Z
Bunthaus,11.11.2025 15:50,Trübung,21.3,FNU,2025-11-12T02:00:01.985514Z
Bunthaus,11.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-12T02:00:01.985514Z
Bunthaus,11.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-12T02:00:01.985514Z
Bunthaus,11.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-12T02:00:01.985514Z
Bunthaus,11.11.2025 15:50,Sauerstoffsättigung,97.1,%,2025-11-12T02:00:01.985514Z
Blankenese,11.11.2025 16:00,Sauerstoffsättigung,85.4,%,2025-11-12T02:00:02.066192Z
Blankenese,11.11.2025 16:00,Wassertemperatur,9.7,°C,2025-11-12T02:00:02.066192Z
Blankenese,11.11.2025 16:00,pH-Wert,7.8,ohne,2025-11-12T02:00:02.066192Z
Blankenese,11.11.2025 16:00,Sauerstoffkonzentration,9.6,mg/l,2025-11-12T02:00:02.066192Z
Blankenese,11.11.2025 16:00,Trübung,61.6,FNU,2025-11-12T02:00:02.066192Z
Bunthaus,11.11.2025 15:00,Chlorophyll Grünalgen,4.2,µg/l,2025-11-12T05:00:01.647723Z
Bunthaus,11.11.2025 15:00,Chlorophyll Kieselalgen,3.5,µg/l,2025-11-12T05:00:01.647723Z
Bunthaus,11.11.2025 15:00,Chlorophyll (gesamt),10.6,µg/l,2025-11-12T05:00:01.647723Z
Bunthaus,11.11.2025 15:50,Trübung,21.3,FNU,2025-11-12T05:00:01.647723Z
Bunthaus,11.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-12T05:00:01.647723Z
Bunthaus,11.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-12T05:00:01.647723Z
Bunthaus,11.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-12T05:00:01.647723Z
Bunthaus,11.11.2025 15:50,Sauerstoffsättigung,97.1,%,2025-11-12T05:00:01.647723Z
Blankenese,11.11.2025 16:00,Sauerstoffsättigung,85.4,%,2025-11-12T05:00:01.713884Z
Blankenese,11.11.2025 16:00,Wassertemperatur,9.7,°C,2025-11-12T05:00:01.713884Z
Blankenese,11.11.2025 16:00,pH-Wert,7.8,ohne,2025-11-12T05:00:01.713884Z
Blankenese,11.11.2025 16:00,Sauerstoffkonzentration,9.6,mg/l,2025-11-12T05:00:01.713884Z
Blankenese,11.11.2025 16:00,Trübung,61.6,FNU,2025-11-12T05:00:01.713884Z
Bunthaus,12.11.2025 06:30,Chlorophyll (gesamt),11.9,µg/l,2025-11-12T08:00:02.312428Z
Bunthaus,12.11.2025 06:30,Chlorophyll Kieselalgen,3.7,µg/l,2025-11-12T08:00:02.312428Z
Bunthaus,12.11.2025 06:30,Chlorophyll Grünalgen,4.1,µg/l,2025-11-12T08:00:02.312428Z
Bunthaus,12.11.2025 06:50,pH-Wert,7.9,ohne,2025-11-12T08:00:02.312428Z
Bunthaus,12.11.2025 06:50,Trübung,10.0,FNU,2025-11-12T08:00:02.312428Z
Bunthaus,12.11.2025 06:50,Wassertemperatur,8.6,°C,2025-11-12T08:00:02.312428Z
Bunthaus,12.11.2025 06:50,Sauerstoffkonzentration,11.2,mg/l,2025-11-12T08:00:02.312428Z
Bunthaus,12.11.2025 06:50,Sauerstoffsättigung,95.9,%,2025-11-12T08:00:02.312428Z
Blankenese,12.11.2025 07:00,Sauerstoffkonzentration,9.3,mg/l,2025-11-12T08:00:02.398577Z
Blankenese,12.11.2025 07:00,pH-Wert,7.8,ohne,2025-11-12T08:00:02.398577Z
Blankenese,12.11.2025 07:00,Trübung,57.5,FNU,2025-11-12T08:00:02.398577Z
Blankenese,12.11.2025 07:00,Wassertemperatur,9.7,°C,2025-11-12T08:00:02.398577Z
Blankenese,12.11.2025 07:00,Sauerstoffsättigung,82.3,%,2025-11-12T08:00:02.398577Z
Bunthaus,12.11.2025 15:10,Chlorophyll Grünalgen,3.8,µg/l,2025-11-13T05:01:44.527834Z
Bunthaus,12.11.2025 15:10,Chlorophyll Kieselalgen,4.4,µg/l,2025-11-13T05:01:44.527834Z
Bunthaus,12.11.2025 15:10,Chlorophyll (gesamt),10.7,µg/l,2025-11-13T05:01:44.527834Z
Bunthaus,12.11.2025 15:50,Trübung,11.0,FNU,2025-11-13T05:01:44.527834Z
Bunthaus,12.11.2025 15:50,Sauerstoffkonzentration,11.2,mg/l,2025-11-13T05:01:44.527834Z
Bunthaus,12.11.2025 15:50,Sauerstoffsättigung,96.8,%,2025-11-13T05:01:44.527834Z
Bunthaus,12.11.2025 15:50,Wassertemperatur,8.6,°C,2025-11-13T05:01:44.527834Z
Bunthaus,12.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-13T05:01:44.527834Z
Blankenese,12.11.2025 16:00,Wassertemperatur,9.5,°C,2025-11-13T05:01:44.593177Z
Blankenese,12.11.2025 16:00,pH-Wert,7.8,ohne,2025-11-13T05:01:44.593177Z
Blankenese,12.11.2025 16:00,Trübung,28.0,FNU,2025-11-13T05:01:44.593177Z
Blankenese,12.11.2025 16:00,Sauerstoffsättigung,85.8,%,2025-11-13T05:01:44.593177Z
Blankenese,12.11.2025 16:00,Sauerstoffkonzentration,9.7,mg/l,2025-11-13T05:01:44.593177Z
Bunthaus,13.11.2025 06:40,Chlorophyll Kieselalgen,3.0,µg/l,2025-11-13T08:00:14.481818Z
Bunthaus,13.11.2025 06:40,Chlorophyll Grünalgen,5.2,µg/l,2025-11-13T08:00:14.481818Z
Bunthaus,13.11.2025 06:40,Chlorophyll (gesamt),11.7,µg/l,2025-11-13T08:00:14.481818Z
Bunthaus,13.11.2025 06:50,Wassertemperatur,8.5,°C,2025-11-13T08:00:14.481818Z
Bunthaus,13.11.2025 06:50,Sauerstoffsättigung,96.0,%,2025-11-13T08:00:14.481818Z
Bunthaus,13.11.2025 06:50,Sauerstoffkonzentration,11.2,mg/l,2025-11-13T08:00:14.481818Z
Bunthaus,13.11.2025 06:50,pH-Wert,7.9,ohne,2025-11-13T08:00:14.481818Z
Bunthaus,13.11.2025 06:50,Trübung,10.6,FNU,2025-11-13T08:00:14.481818Z
Blankenese,13.11.2025 07:00,Wassertemperatur,9.5,°C,2025-11-13T08:00:14.567301Z
Blankenese,13.11.2025 07:00,pH-Wert,7.8,ohne,2025-11-13T08:00:14.567301Z
Blankenese,13.11.2025 07:00,Trübung,75.0,FNU,2025-11-13T08:00:14.567301Z
Blankenese,13.11.2025 07:00,Sauerstoffsättigung,83.1,%,2025-11-13T08:00:14.567301Z
Blankenese,13.11.2025 07:00,Sauerstoffkonzentration,9.4,mg/l,2025-11-13T08:00:14.567301Z
Bunthaus,13.11.2025 09:50,Chlorophyll Kieselalgen,3.7,µg/l,2025-11-13T14:00:01.975999Z
Bunthaus,13.11.2025 09:50,Chlorophyll (gesamt),10.9,µg/l,2025-11-13T14:00:01.975999Z
Bunthaus,13.11.2025 09:50,Chlorophyll Grünalgen,4.6,µg/l,2025-11-13T14:00:01.975999Z
Bunthaus,13.11.2025 11:50,Trübung,9.6,FNU,2025-11-13T14:00:01.975999Z
Bunthaus,13.11.2025 11:50,Sauerstoffsättigung,96.0,%,2025-11-13T14:00:01.975999Z
Bunthaus,13.11.2025 11:50,pH-Wert,7.9,ohne,2025-11-13T14:00:01.975999Z
Bunthaus,13.11.2025 11:50,Wassertemperatur,8.7,°C,2025-11-13T14:00:01.975999Z
Bunthaus,13.11.2025 11:50,Sauerstoffkonzentration,11.1,mg/l,2025-11-13T14:00:01.975999Z
Blankenese,13.11.2025 11:50,Sauerstoffsättigung,80.6,%,2025-11-13T14:00:02.059258Z
Blankenese,13.11.2025 11:50,pH-Wert,7.7,ohne,2025-11-13T14:00:02.059258Z
Blankenese,13.11.2025 11:50,Trübung,57.7,FNU,2025-11-13T14:00:02.059258Z
Blankenese,13.11.2025 11:50,Wassertemperatur,9.7,°C,2025-11-13T14:00:02.059258Z
Blankenese,13.11.2025 11:50,Sauerstoffkonzentration,9.1,mg/l,2025-11-13T14:00:02.059258Z
Bunthaus,13.11.2025 15:10,Chlorophyll (gesamt),11.0,µg/l,2025-11-13T17:00:02.348361Z
Bunthaus,13.11.2025 15:10,Chlorophyll Kieselalgen,3.4,µg/l,2025-11-13T17:00:02.348361Z
Bunthaus,13.11.2025 15:10,Chlorophyll Grünalgen,4.7,µg/l,2025-11-13T17:00:02.348361Z
Bunthaus,13.11.2025 15:50,Trübung,14.7,FNU,2025-11-13T17:00:02.348361Z
Bunthaus,13.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-13T17:00:02.348361Z
Bunthaus,13.11.2025 15:50,Sauerstoffsättigung,97.3,%,2025-11-13T17:00:02.348361Z
Bunthaus,13.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-13T17:00:02.348361Z
Bunthaus,13.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-13T17:00:02.348361Z
Blankenese,13.11.2025 15:50,Trübung,42.0,FNU,2025-11-13T17:00:02.412581Z
Blankenese,13.11.2025 15:50,pH-Wert,7.8,ohne,2025-11-13T17:00:02.412581Z
Blankenese,13.11.2025 15:50,Wassertemperatur,9.5,°C,2025-11-13T17:00:02.412581Z
Blankenese,13.11.2025 15:50,Sauerstoffsättigung,86.2,%,2025-11-13T17:00:02.412581Z
Blankenese,13.11.2025 15:50,Sauerstoffkonzentration,9.8,mg/l,2025-11-13T17:00:02.412581Z
Bunthaus,13.11.2025 15:10,Chlorophyll (gesamt),11.0,µg/l,2025-11-13T20:00:01.950767Z
Bunthaus,13.11.2025 15:10,Chlorophyll Kieselalgen,3.4,µg/l,2025-11-13T20:00:01.950767Z
Bunthaus,13.11.2025 15:10,Chlorophyll Grünalgen,4.7,µg/l,2025-11-13T20:00:01.950767Z
Bunthaus,13.11.2025 15:50,Trübung,14.7,FNU,2025-11-13T20:00:01.950767Z
Bunthaus,13.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-13T20:00:01.950767Z
Bunthaus,13.11.2025 15:50,Sauerstoffsättigung,97.3,%,2025-11-13T20:00:01.950767Z
Bunthaus,13.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-13T20:00:01.950767Z
Bunthaus,13.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-13T20:00:01.950767Z
Blankenese,13.11.2025 15:50,Trübung,42.0,FNU,2025-11-13T20:00:02.036180Z
Blankenese,13.11.2025 15:50,pH-Wert,7.8,ohne,2025-11-13T20:00:02.036180Z
Blankenese,13.11.2025 15:50,Wassertemperatur,9.5,°C,2025-11-13T20:00:02.036180Z
Blankenese,13.11.2025 15:50,Sauerstoffsättigung,86.2,%,2025-11-13T20:00:02.036180Z
Blankenese,13.11.2025 15:50,Sauerstoffkonzentration,9.8,mg/l,2025-11-13T20:00:02.036180Z
Bunthaus,13.11.2025 15:10,Chlorophyll (gesamt),11.0,µg/l,2025-11-13T23:00:01.722336Z
Bunthaus,13.11.2025 15:10,Chlorophyll Kieselalgen,3.4,µg/l,2025-11-13T23:00:01.722336Z
Bunthaus,13.11.2025 15:10,Chlorophyll Grünalgen,4.7,µg/l,2025-11-13T23:00:01.722336Z
Bunthaus,13.11.2025 15:50,Trübung,14.7,FNU,2025-11-13T23:00:01.722336Z
Bunthaus,13.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-13T23:00:01.722336Z
Bunthaus,13.11.2025 15:50,Sauerstoffsättigung,97.3,%,2025-11-13T23:00:01.722336Z
Bunthaus,13.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-13T23:00:01.722336Z
Bunthaus,13.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-13T23:00:01.722336Z
Blankenese,13.11.2025 15:50,Trübung,42.0,FNU,2025-11-13T23:00:01.781375Z
Blankenese,13.11.2025 15:50,pH-Wert,7.8,ohne,2025-11-13T23:00:01.781375Z
Blankenese,13.11.2025 15:50,Wassertemperatur,9.5,°C,2025-11-13T23:00:01.781375Z
Blankenese,13.11.2025 15:50,Sauerstoffsättigung,86.2,%,2025-11-13T23:00:01.781375Z
Blankenese,13.11.2025 15:50,Sauerstoffkonzentration,9.8,mg/l,2025-11-13T23:00:01.781375Z
Bunthaus,13.11.2025 15:10,Chlorophyll (gesamt),11.0,µg/l,2025-11-14T02:00:01.688924Z
Bunthaus,13.11.2025 15:10,Chlorophyll Kieselalgen,3.4,µg/l,2025-11-14T02:00:01.688924Z
Bunthaus,13.11.2025 15:10,Chlorophyll Grünalgen,4.7,µg/l,2025-11-14T02:00:01.688924Z
Bunthaus,13.11.2025 15:50,Trübung,14.7,FNU,2025-11-14T02:00:01.688924Z
Bunthaus,13.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-14T02:00:01.688924Z
Bunthaus,13.11.2025 15:50,Sauerstoffsättigung,97.3,%,2025-11-14T02:00:01.688924Z
Bunthaus,13.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-14T02:00:01.688924Z
Bunthaus,13.11.2025 15:50,Wassertemperatur,8.7,°C,2025-11-14T02:00:01.688924Z
Blankenese,13.11.2025 15:50,Trübung,42.0,FNU,2025-11-14T02:00:01.771213Z
Blankenese,13.11.2025 15:50,pH-Wert,7.8,ohne,2025-11-14T02:00:01.771213Z
Blankenese,13.11.2025 15:50,Wassertemperatur,9.5,°C,2025-11-14T02:00:01.771213Z
Blankenese,13.11.2025 15:50,Sauerstoffsättigung,86.2,%,2025-11-14T02:00:01.771213Z
Blankenese,13.11.2025 15:50,Sauerstoffkonzentration,9.8,mg/l,2025-11-14T02:00:01.771213Z
Bunthaus,13.11.2025 17:20,Chlorophyll (gesamt),11.5,µg/l,2025-11-14T08:00:02.335516Z
Bunthaus,13.11.2025 17:20,Chlorophyll Kieselalgen,3.7,µg/l,2025-11-14T08:00:02.335516Z
Bunthaus,13.11.2025 17:20,Chlorophyll Grünalgen,5.2,µg/l,2025-11-14T08:00:02.335516Z
Bunthaus,14.11.2025 06:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-14T08:00:02.335516Z
Bunthaus,14.11.2025 06:50,Trübung,9.0,FNU,2025-11-14T08:00:02.335516Z
Bunthaus,14.11.2025 06:50,Wassertemperatur,8.8,°C,2025-11-14T08:00:02.335516Z
Bunthaus,14.11.2025 06:50,Sauerstoffsättigung,97.6,%,2025-11-14T08:00:02.335516Z
Bunthaus,14.11.2025 06:50,pH-Wert,7.9,ohne,2025-11-14T08:00:02.335516Z
Blankenese,14.11.2025 06:50,pH-Wert,7.8,ohne,2025-11-14T08:00:02.401014Z
Blankenese,14.11.2025 06:50,Wassertemperatur,9.4,°C,2025-11-14T08:00:02.401014Z
Blankenese,14.11.2025 06:50,Sauerstoffsättigung,86.4,%,2025-11-14T08:00:02.401014Z
Blankenese,14.11.2025 06:50,Sauerstoffkonzentration,9.8,mg/l,2025-11-14T08:00:02.401014Z
Blankenese,14.11.2025 06:50,Trübung,40.0,FNU,2025-11-14T08:00:02.401014Z
Bunthaus,14.11.2025 11:00,Chlorophyll Kieselalgen,3.7,µg/l,2025-11-14T14:00:15.042705Z
Bunthaus,14.11.2025 11:00,Chlorophyll Grünalgen,3.7,µg/l,2025-11-14T14:00:15.042705Z
Bunthaus,14.11.2025 11:00,Chlorophyll (gesamt),10.3,µg/l,2025-11-14T14:00:15.042705Z
Bunthaus,14.11.2025 11:50,Sauerstoffsättigung,96.2,%,2025-11-14T14:00:15.042705Z
Bunthaus,14.11.2025 11:50,Sauerstoffkonzentration,11.1,mg/l,2025-11-14T14:00:15.042705Z
Bunthaus,14.11.2025 11:50,pH-Wert,7.9,ohne,2025-11-14T14:00:15.042705Z
Bunthaus,14.11.2025 11:50,Wassertemperatur,8.8,°C,2025-11-14T14:00:15.042705Z
Bunthaus,14.11.2025 11:50,Trübung,6.6,FNU,2025-11-14T14:00:15.042705Z
Blankenese,14.11.2025 11:50,Trübung,44.7,FNU,2025-11-14T14:00:15.106562Z
Blankenese,14.11.2025 11:50,Sauerstoffkonzentration,9.3,mg/l,2025-11-14T14:00:15.106562Z
Blankenese,14.11.2025 11:50,Wassertemperatur,9.6,°C,2025-11-14T14:00:15.106562Z
Blankenese,14.11.2025 11:50,pH-Wert,7.8,ohne,2025-11-14T14:00:15.106562Z
Blankenese,14.11.2025 11:50,Sauerstoffsättigung,82.3,%,2025-11-14T14:00:15.106562Z
Bunthaus,14.11.2025 15:20,Chlorophyll Grünalgen,3.9,µg/l,2025-11-14T17:00:01.562432Z
Bunthaus,14.11.2025 15:20,Chlorophyll Kieselalgen,3.9,µg/l,2025-11-14T17:00:01.562432Z
Bunthaus,14.11.2025 15:20,Chlorophyll (gesamt),10.5,µg/l,2025-11-14T17:00:01.562432Z
Bunthaus,14.11.2025 15:50,Wassertemperatur,8.8,°C,2025-11-14T17:00:01.562432Z
Bunthaus,14.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-14T17:00:01.562432Z
Bunthaus,14.11.2025 15:50,Sauerstoffsättigung,97.5,%,2025-11-14T17:00:01.562432Z
Bunthaus,14.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-14T17:00:01.562432Z
Bunthaus,14.11.2025 15:50,Trübung,10.3,FNU,2025-11-14T17:00:01.562432Z
Blankenese,14.11.2025 15:50,pH-Wert,7.8,ohne,2025-11-14T17:00:01.623257Z
Blankenese,14.11.2025 15:50,Sauerstoffsättigung,86.1,%,2025-11-14T17:00:01.623257Z
Blankenese,14.11.2025 15:50,Sauerstoffkonzentration,9.8,mg/l,2025-11-14T17:00:01.623257Z
Blankenese,14.11.2025 15:50,Trübung,46.0,FNU,2025-11-14T17:00:01.623257Z
Blankenese,14.11.2025 15:50,Wassertemperatur,9.4,°C,2025-11-14T17:00:01.623257Z
Bunthaus,14.11.2025 15:20,Chlorophyll Grünalgen,3.9,µg/l,2025-11-14T20:00:01.762774Z
Bunthaus,14.11.2025 15:20,Chlorophyll Kieselalgen,3.9,µg/l,2025-11-14T20:00:01.762774Z
Bunthaus,14.11.2025 15:20,Chlorophyll (gesamt),10.5,µg/l,2025-11-14T20:00:01.762774Z
Bunthaus,14.11.2025 15:50,Wassertemperatur,8.8,°C,2025-11-14T20:00:01.762774Z
Bunthaus,14.11.2025 15:50,pH-Wert,7.9,ohne,2025-11-14T20:00:01.762774Z
Bunthaus,14.11.2025 15:50,Sauerstoffsättigung,97.5,%,2025-11-14T20:00:01.762774Z
Bunthaus,14.11.2025 15:50,Sauerstoffkonzentration,11.3,mg/l,2025-11-14T20:00:01.762774Z
Bunthaus,14.11.2025 15:50,Trübung,10.3,FNU,2025-11-14T20:00:01.762774Z
Blankenese,14.11.2025 15:50,pH-Wert,7.8,ohne,2025-11-14T20:00:01.827499Z
Blankenese,14.11.2025 15:50,Sauerstoffsättigung,86.1,%,2025-11-14T20:00:01.827499Z
Blankenese,14.11.2025 15:50,Sauerstoffkonzentration,9.8,mg/l,2025-11-14T20:00:01.827499Z
Blankenese,14.11.2025 15:50,Trübung,46.0,FNU,2025-11-14T20:00:01.827499Z
Blankenese,14.11.2025 15:50,Wassertemperatur,9.4,°C,2025-11-14T20:00:01.827499Z
Bunthaus,14.11.2025 15:20,Chlorophyll Grünalgen,3.9,µg/l,2025-11-15T02:00:02.143873Z
